,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
260109T025,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,16.02.2026,09.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260109T026,WINGBOX,5600000,0,0,0,0,0,5600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,08.02.2026,09.01.2026,15.01.2026,19.01.2026,20.01.2026,12.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260109T027,CONT-20,19400000,0,0,0,0,0,19400000,H014 - WH INFORMA JABABEKA,PT.TEMAS SAGARA INDONESIA,7,ON SCHEDULE,54,0,05.03.2026,09.01.2026,08.02.2026,23.02.2026,23.02.2026,23.02.2026,23.02.2026,,H014,WH INFORMA JABABEKA
260109T028,CONT-40,13500000,0,0,0,0,0,13500000,H014 - WH INFORMA JABABEKA,PT. RAJAWALI LINTAS SAMUDERA,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,23.01.2026,23.01.2026,23.01.2026,13.02.2026,18.02.2026,,H014,WH INFORMA JABABEKA
260109T030,CONT-40,13200000,0,0,0,0,0,13200000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,23.01.2026,30.01.2026,30.01.2026,09.03.2026,09.03.2026,,H014,WH INFORMA JABABEKA
260109T031,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,17.02.2026,10.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260109T032,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,17.02.2026,10.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260109T035,WINGBOX,5600000,0,0,0,0,0,5600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,15.01.2026,19.01.2026,19.01.2026,20.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260110C085_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,0,164,13.01.2026,12.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
260110C143_H025,CDE,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,164,13.01.2026,12.01.2026,,,,,,,H025,WH HCI BATAM
260110C167_H025,PICKUP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,166,11.01.2026,10.01.2026,,,,,,,H025,WH HCI BATAM
260110C174_H025,PICKUP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,164,13.01.2026,12.01.2026,,,,,,,H025,WH HCI BATAM
260110H003,FUSO,4485000,0,0,0,345000,0,4830000,H001 - WH INFORMA CIKUPA,PT.SIASAT CEPAT MUDA,7,ON SCHEDULE,28,0,07.02.2026,09.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,23.01.2026,,H001,WH INFORMA CIKUPA
260110H003,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,13.01.2026,15.01.2026,15.01.2026,20.01.2026,21.01.2026,,H026,WH INFORMA SIDOARJO
260110H004,CDD LONG CHASSIS,1600000,0,0,0,0,0,1600000,H001 - WH INFORMA CIKUPA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,06.02.2026,09.01.2026,11.01.2026,23.01.2026,23.01.2026,03.02.2026,12.02.2026,,H001,WH INFORMA CIKUPA
260110H005,FUSO,4255000,0,0,0,0,0,4255000,H001 - WH INFORMA CIKUPA,PT.SIASAT CEPAT MUDA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,23.01.2026,,H001,WH INFORMA CIKUPA
260110H006,CDD LONG CHASSIS,9000000,0,0,0,0,0,9000000,H001 - WH INFORMA CIKUPA,PT. AGUNG MAKMUR JAYA,7,ON SCHEDULE,30,0,10.02.2026,10.01.2026,13.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H001,WH INFORMA CIKUPA
260110H009_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,166,13.01.2026,10.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
260110H010,CDD LONG CHASSIS,2500000,0,0,0,0,0,2500000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,27,0,07.02.2026,10.01.2026,12.01.2026,12.01.2026,13.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260110H018,CDD LONG CHASSIS,9300000,0,0,0,0,0,9300000,H014 - WH INFORMA JABABEKA,PT. AGUNG MAKMUR JAYA,7,ON SCHEDULE,33,0,14.02.2026,11.01.2026,14.01.2026,14.01.2026,14.01.2026,20.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
260110H019,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,07.02.2026,10.01.2026,11.01.2026,23.01.2026,23.01.2026,03.02.2026,12.02.2026,,H014,WH INFORMA JABABEKA
260110H020,WINGBOX,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110H021,WINGBOX,4300000,0,0,0,0,0,4300000,H014 - WH INFORMA JABABEKA,PT.SIASAT CEPAT MUDA,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260110H022,WINGBOX,4825000,0,0,0,0,0,4825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110H023,WINGBOX,11500000,0,0,0,0,0,11500000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,19.01.2026,19.01.2026,20.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260110H024,WINGBOX,4300000,0,0,0,0,0,4300000,H014 - WH INFORMA JABABEKA,PT.SIASAT CEPAT MUDA,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260110H025,FUSO,6900000,0,0,0,0,0,6900000,H014 - WH INFORMA JABABEKA,PT. DUTA LINTAS NUSA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,13.01.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,,H014,WH INFORMA JABABEKA
260110H026,CDD LONG CHASSIS,7500000,0,0,0,0,0,7500000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,13.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H001,WH INFORMA CIKUPA
260110H027,CDD LONG CHASSIS,4900000,0,0,0,0,0,4900000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,11.01.2026,14.01.2026,14.01.2026,19.01.2026,19.01.2026,,H001,WH INFORMA CIKUPA
260110H028,CDD LONG CHASSIS,2850000,0,0,0,0,0,2850000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,12.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110H029,CDD LONG CHASSIS,1600000,0,0,0,0,0,1600000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,27,0,07.02.2026,10.01.2026,11.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260110H032,CDD LONG CHASSIS,2850000,0,0,0,0,0,2850000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,12.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110H049,CDD LONG CHASSIS,1400000,0,0,0,0,0,1400000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,07.02.2026,10.01.2026,11.01.2026,23.01.2026,23.01.2026,03.02.2026,12.02.2026,,H014,WH INFORMA JABABEKA
260110H050,WINGBOX,4825000,0,0,0,0,0,4825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110H051,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,07.02.2026,10.01.2026,11.01.2026,23.01.2026,23.01.2026,03.02.2026,12.02.2026,,H014,WH INFORMA JABABEKA
260110L001,CONT-20,12600000,0,0,0,0,0,12600000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,42,0,22.02.2026,10.01.2026,04.02.2026,05.02.2026,05.02.2026,12.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260110L002,WINGBOX,3000000,0,0,0,0,0,3000000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,26,0,05.02.2026,09.01.2026,13.01.2026,03.02.2026,03.02.2026,04.02.2026,04.02.2026,,H026,WH INFORMA SIDOARJO
260110L004,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110L005,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,30,0,10.02.2026,10.01.2026,12.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110L006,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,10.02.2026,10.01.2026,13.01.2026,20.01.2026,20.01.2026,20.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110L007,CDD LONG CHASSIS,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110L008,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,12.01.2026,13.01.2026,13.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110L012,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT.DHANESWARA EXPRES,7,ON SCHEDULE,30,0,11.02.2026,11.01.2026,15.01.2026,19.01.2026,19.01.2026,26.01.2026,26.01.2026,,H014,WH INFORMA JABABEKA
260110L013,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,14.01.2026,14.01.2026,14.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110L014,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,11.02.2026,11.01.2026,14.01.2026,20.01.2026,20.01.2026,20.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110L014,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,13.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,H026,WH INFORMA SIDOARJO
260110L015,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,14.01.2026,14.01.2026,14.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260110L015,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,13.01.2026,19.01.2026,19.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260110L016,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,11.02.2026,11.01.2026,14.01.2026,20.01.2026,20.01.2026,20.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260110L016,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,08.02.2026,10.01.2026,13.01.2026,15.01.2026,15.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260110L023,CONT-20,11200000,0,0,0,0,0,11200000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,43,0,23.02.2026,10.01.2026,04.02.2026,05.02.2026,05.02.2026,03.03.2026,03.03.2026,,H026,WH INFORMA SIDOARJO
260110L024,CONT-20,12600000,0,0,0,0,0,12600000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,42,0,22.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,12.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260110T001,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260110T002,WINGBOX,20000000,0,0,0,0,0,20000000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,32,0,12.02.2026,10.01.2026,19.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H001,WH INFORMA CIKUPA
260110T003,CONT-40,13800000,0,0,0,0,0,13800000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,23.01.2026,20.02.2026,20.02.2026,23.02.2026,23.02.2026,,H001,WH INFORMA CIKUPA
260110T003,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260110T004,CONT-40,13200000,0,0,0,0,0,13200000,H001 - WH INFORMA CIKUPA,PT. TPIL LOGISTICS,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,23.01.2026,02.03.2026,02.03.2026,10.04.2026,10.04.2026,,H001,WH INFORMA CIKUPA
260110T004,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,20.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260110T005,WINGBOX,5650000,0,0,0,0,0,5650000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,09.02.2026,10.01.2026,14.01.2026,14.01.2026,14.01.2026,20.01.2026,21.01.2026,,H001,WH INFORMA CIKUPA
260110T006,CONT-20,11500000,0,0,0,0,0,11500000,H001 - WH INFORMA CIKUPA,PT. TPIL LOGISTICS,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,24.01.2026,30.01.2026,30.01.2026,09.03.2026,09.03.2026,,H001,WH INFORMA CIKUPA
260110T006,CONT-20,21000000,0,0,0,0,0,21000000,H026 - WH INFORMA SIDOARJO,PT. JASATAMA DIRGANTARA EKSPRES,7,ON SCHEDULE,47,0,28.02.2026,11.01.2026,10.02.2026,13.02.2026,19.02.2026,10.03.2026,10.03.2026,,H026,WH INFORMA SIDOARJO
260110T007,CONT-20,9300000,0,0,0,0,0,9300000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,17.02.2026,10.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260110T007,CONT-20,21000000,0,0,0,0,0,21000000,H026 - WH INFORMA SIDOARJO,PT. JASATAMA DIRGANTARA EKSPRES,7,ON SCHEDULE,47,0,28.02.2026,11.01.2026,10.02.2026,13.02.2026,19.02.2026,10.03.2026,10.03.2026,,H026,WH INFORMA SIDOARJO
260110T008,CONT-40,13500000,0,0,0,0,0,13500000,H014 - WH INFORMA JABABEKA,PT. RAJAWALI LINTAS SAMUDERA,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,23.01.2026,23.01.2026,23.01.2026,13.02.2026,18.02.2026,,H014,WH INFORMA JABABEKA
260110T009,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,14.01.2026,19.02.2026,19.02.2026,27.02.2026,09.03.2026,,H014,WH INFORMA JABABEKA
260110T010,WINGBOX,20000000,0,0,0,0,0,20000000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,37,0,18.02.2026,11.01.2026,17.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H014,WH INFORMA JABABEKA
260110T010,CONT-20,13000000,0,0,0,0,0,13000000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,43,0,24.02.2026,11.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,13.02.2026,,H026,WH INFORMA SIDOARJO
260110T011,CONT-20,7900000,0,0,450000,0,0,8350000,H014 - WH INFORMA JABABEKA,PT. VISITA JAYA PERKASA,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,24.01.2026,02.02.2026,02.02.2026,04.02.2026,04.02.2026,,H014,WH INFORMA JABABEKA
260110T011,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,20.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260110T012,WINGBOX,5650000,0,0,0,0,0,5650000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,19.01.2026,20.01.2026,20.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260110T012,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260110T013,CONT-40,18200000,0,0,0,0,0,18200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,26.01.2026,03.03.2026,03.03.2026,04.03.2026,04.03.2026,,H014,WH INFORMA JABABEKA
260110T013,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260110T014,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260110T014,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,20.02.2026,10.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260110T015,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,14.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260110T015,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260110T016,CONT-40,13500000,0,0,0,0,0,13500000,H014 - WH INFORMA JABABEKA,PT. RAJAWALI LINTAS SAMUDERA,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,23.01.2026,23.01.2026,23.01.2026,13.02.2026,18.02.2026,,H014,WH INFORMA JABABEKA
260110T016,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,27.02.2026,10.01.2026,10.02.2026,11.02.2026,11.02.2026,20.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260110T017,CONT-20,7900000,0,0,450000,0,0,8350000,H014 - WH INFORMA JABABEKA,PT. VISITA JAYA PERKASA,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,24.01.2026,05.02.2026,05.02.2026,06.02.2026,06.02.2026,,H014,WH INFORMA JABABEKA
260110T017,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,26.02.2026,10.01.2026,10.02.2026,18.02.2026,19.02.2026,25.02.2026,03.03.2026,,H026,WH INFORMA SIDOARJO
260110T018,WINGBOX,20400000,0,0,0,0,0,20400000,H014 - WH INFORMA JABABEKA,PT. CITRA SENTRAL EKSPRES,7,ON SCHEDULE,37,0,18.02.2026,11.01.2026,17.01.2026,12.02.2026,13.02.2026,13.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260110T018,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,26.02.2026,10.01.2026,19.02.2026,20.02.2026,20.02.2026,24.02.2026,24.02.2026,,H026,WH INFORMA SIDOARJO
260110T019,CONT-20,9300000,0,0,0,0,0,9300000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,17.02.2026,10.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260110T020,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,18.02.2026,11.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260110T031,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,18.02.2026,11.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H014,WH INFORMA JABABEKA
260110T034,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,27.01.2026,27.01.2026,02.02.2026,10.02.2026,,H014,WH INFORMA JABABEKA
260110T035,CONT-40,18200000,0,0,0,0,0,18200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,26.01.2026,03.03.2026,03.03.2026,05.03.2026,05.03.2026,,H014,WH INFORMA JABABEKA
260110T036,CONT-40,13500000,0,0,0,0,0,13500000,H014 - WH INFORMA JABABEKA,PT. RAJAWALI LINTAS SAMUDERA,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,23.01.2026,23.01.2026,23.01.2026,13.02.2026,18.02.2026,,H014,WH INFORMA JABABEKA
260110T037,WINGBOX,20000000,0,0,0,0,0,20000000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,32,0,12.02.2026,10.01.2026,17.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H001,WH INFORMA CIKUPA
260110T038,CONT-20,7900000,0,0,450000,0,0,8350000,H014 - WH INFORMA JABABEKA,PT. VISITA JAYA PERKASA,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,24.01.2026,02.02.2026,02.02.2026,04.02.2026,04.02.2026,,H014,WH INFORMA JABABEKA
